English	Yoruba
What sort of hole does the rat live in that makes him say that household work preoccupied it?	Igba wo ni adie n gbe ti o so pe isé ile o n koju rè?
He is always laughing.	Gbogbo igba ni o n fèru.
In response to why it has taken Google four years to add five new languages, a company spokesperson explained:	Ninu idahun ti o fi gba odun mérin lati fi ede marun-un tuntun silè, òkan lara awon to sòrò ni ile-isé naa so pe:
At one time she was told Lawyer Mustafa had gone on a business trip overseas.	Ni igba kan, wón so fun un pe òjògbón Mustafa ti lo lo si ilè okeere.
European Union deputies, the European Parliament, and UN human rights experts are among those who called for their release.	Awon adari ajo to n ri si ètó omoniyan lorilè-ede Yuroopu, Ajo To N Ri si Ètó Omoniyan ti Ilè Yuroopu ati awon onimò-ijinlè to n ri si ètó omoniyan lorilè-ede yii wa lara awon to pe ki wón
Labake did not answer, obviously, she had not Succeed in extricating herself from the ensuring to readjust her internal confusion.	Labake o dahun, o daju pe o o se ohun ti o n se ki ara rè tèsiwaju, o si ti n gbe ara rè silè, o si ti n gbe ara rè silè.
On your path to improving your digital security, you may encounter bad actors who attempt to undermine your security goals.	Ni òna ti o ba n tèsiwaju aabo èro-ibanisòròo re, o le ri awon agbabóòlu ti o n gbiyanju lati se ohun ti o nilo aabo re.
None of us will see that day, but we must start in the hope that future generations will be able to finish the job.	Ko si ikankan ninu wa to maa ri ojó yen, amó a gbodò bèrè ninu igbagbó pe awon eeyan a maa pari isé naa.
There will be jobs.	Awon isé yoo wa nibè.
So there's no schools, there's no hospitals, there's no police, there's no banks, there's no athletic clubs, there's no utilities.	Ko si ile-èkó, ko si ile-iwosan, ko si olópaa, ko si banki, ko si agbabóòlu, ko si agbabóòlu, ko si agbabóòlu, ko si agbabóòlu, ko si agbabóòlu, ko si agbabóòlu, ko si agbabóòl
Let's get talking.	Jòwó sòrò.
The Permanent Secretary said that millions of people, family and groups around the world suffers severe physical and psychological trauma as a result of torture.	Akòwe asoju naa so pe òpòlopò eeyan, ebi ati awon eeyan kari aye n jiya ninu èmi ati nipa èri okan won.
And we now have seen Tamiflu-resistant strains in both Vietnam in person-to-person transmission, and in Egypt in person-to-person transmission.	Ni bayii, a ti ri awon nnkan ti o n boju to awon nnkan ti o n boju to awon nnkan ti o n boju to awon eeyan ni Vietnam ati Egypt ninu èro-ayarabiasa.
No stand should be taken now.	Ko si ohun ti a o gbodò gbe ni bayii.
Why are you still thinking that the lessons of Katrina do not apply to flu?	Kilode ti o si n ronu pe awon èkó ti Katrina kó o fi n se èjè arun?
Esuniyi watched Mama and noticed the grim look of concern over her countenance	Esuniyai wo mama, o si ri i pe o n ronu nipa ohun to selè lówó rè
The 2020 YKS was completed safely and successfully in 188 exam centers in three sessions with the participation of approximately two and a half million candidates.	Wón pari isé iwaasu òhun lódun 2020, wón si pari si i ninu awon ibi métalelogun (184) ninu ipele méta, wón si kopa ninu awon akónimòógba meji ati ogórun-un marun-un.
Some services offer two-factor authentication (also called 2FA, multi-factor authentication, or two-step verification), which requires users to possess two components (a password and a second factor) to gain access to their account.	Awon isé-airidimu kan n funni idanimò meji-o-jòkan (ti a tun n pe ni 2FA, idanimò meji-o-jòkan, tabi idanimò meji-o-jòkan-o-jòkan-o-jòkan-o-jòkan-
Screenshot of the YouTube video featuring a song by Mabel Matiz including the lyrics at the heart of the current controversy around the Higher Education Institutions Exam (YKS):	Aworan fidio YouTube lori orin kan ti Mabel Matiz fi han, o si fi awon orin ti wón fi gbe jade ninu òrò yii lori awon òrò ti wón n pe ni Higher Education Institutions Exam (YKS):
The Nigerian government says the use of torture to extract confession or as punishment to alleged victims of crime will not be condoned.	Ijoba orilè ede Naijiria ni ijoba orilè ede Naijiria so pe wón o gbodò fi èsun kan awon ti wón fèsun kan tabi pe wón o ni fi èsun kan awon ti wón fèsun kan.
Labake unburdened her mind, out of anger at what she considered sheer injustice out of the anxiety to exonerate herself. Adio was happy.	Labake okan rè loju, tori èru ba nnkan ti o gba pe o ni idajó òdaran ninu ohun ti o gbó, o si dun ara rè gan-an.
These linguistic borrowings can be attributed to immigration, commerce, and trade as people were exposed to a wide range of ethnolinguistic environments.	A o le so pe awon eeyan n gbe ede yii, awon eeyan n gbe, awon eeyan n gbe ni òpòlopò ibi ti awon eeyan n gbe.
The mouth-trap never misses.	Enu ki i pa.
A former player, Berhalter was on the 2002 and 2006 FIFA U.S. World Cup roster.	Akónimòógba akónimòógba kan to jé Berhalter wa ninu idije bóòlu agbaaye ti o waye lódun 2002 ati 2006.
Well, you're not alone.	O daa, o nikan ni.
"The ambassador also said ""there is assurance that the president journey will also show that Nigeria is a supporter of Roman decision."	"Aare naa tun so pe, ""O daju pe igberu ba aare orilè ede Naijiria yoo fi han pe orilè ede Naijiria n kopa ninu idije Rósia."
"""Asking me what, old woman!"""	"""Bé mi, omode obinrin!"""
The Governor Ifeanyi Okowa administration is said to be passionate about sports tourism and a visit of the top English Premiership star will be a big boost to Asaba and neighboring towns within the state.	Gomina Ifeanyi Okowa so pe, o ni òkan-o-jòkan nipa ere-idaraya ati bi o ba se sòrò òhun, o maa mu ki òkan-o-jòkan ninu ere-idaraya ati awon ilu to wa ni ipinlè Asaba 
I mean 100 percent death rate is pretty severe.	Mo n so pe iye awon to n pa lara awon to n ku gan-an.
He was told where, when, and how to begin digging.	Wón so ibi, igba, ati bi a se n gbe.
What about your car, Alamu? I sold that one out too Labake... Adio was kind enough to let me have his old Volkswagen.	Ki ni okò re, Alamu? Mo ta òkan lara awon okò yii si Labake... Adio ni inu rere lati jé ki n ni Volkswagen tuntun.
"NFF General Secretary Mohammed Sanusi, said, ""On behalf of the leadership of the NFF, we are grateful for the support from the Nigerian government, which has seen the team excel at the Cup of Nations."	"Akòwe agba ajo NFF, Mohammed Sanusi so pe, ""Nitorí ijoba orilè ede Naijiria, a dupé lówó ijoba orilè ede Naijiria fun iforukosilè ti ijoba orilè ede Naijiria ti ran ikò agbabóòlu naa lówó,"
[Update: they later confirmed Diaz was in custody]	[Update: Wón tun so pe Diaz wa ni ogba èwòn.
Mine is no longer a dream; it's a goal.	Mi o jé aburo mi; o jé aburo.
She knew where madam kept all her most private of all her possessions.	O mò ibi ti iyawo o fi gbogbo ohun-ini rè silè.
Think of sites where you've used security questions and consider changing your responses.	Ronu nipa awon ibi ti o ti lo awon ibeere aabo, ki o si ronu nipa idahun re.
Some protect you from surveillance, but many do not.	Awon kan n daabo bo o lówó aabo, sugbón òpò eeyan o ni.
"He said: ""Purveyors of fake and concocted Information are currently on overdrive, and Nigerians are urged to be careful what they consume as news, and also share with others, particularly from the social media."	"O so pe: ""Awon to n sisé lori èro-alatagba ati awon ohun ti wón n sisé lori èro-alatagba ti wón n sisé lori èro-alatagba, awon omo orilè-ede Naijiria n ro awon omo ori"
What can we do to stop it?	Ki ni a le se lati da a loju?
There is some indication that it may buy you some time in the midst of an outbreak.	Awon nnkan kan wa to fi han pe o le ra e lópò igba lasiko isoro.
The assistant to the president on media announce this.	Atamatase aare lori èro ayelujara so ohun ti o selè yii.
#ArewaMeToo and NorthNormal	#ArewaMeToo ati NorthNormal
And Hazard himself has said he love to join Resl Madrid, if the club is ready to buy him over.	Bakan naa, Hazard ti so pe oun fé dara pò mó ikò Resl Madrid, bi ikò naa ba ti setan lati ra a.
You have anything more to add to what you've already told	O ni ohun miiran lati fi kun ohun ti o ti so
Life lost its colour and radiance.	Òpòlopò nnkan lo ku.
"The masquerader enters a house and claims he did not see Ejonto; Ejonto asked, ""Is that a rag that entered the house, or what?"""	"Òpòlopò lo nile, o ni o ri Ejonto; Ejonto ni, ""Ida lo nile, tabi ki ni?"""
But, God does as he pleases him, COVID-19 disease called corona virus enter Nigeria, all of us kept quit, this virus that respect not the rich, poor, even the virus does not regard its source, China.	Sugbón, Olórun n se bi o se wu u rè, arun COVID-19 ti a pe ni corona virus jade ni orilè-ede Naijiria, gbogbo wa o si kuro ninu rè, arun yii ti a o fowó lówó, arun yii ti ki i se olo
Kano State Government is to commence distribution of foodstuff as palliatives to residents to cushion the effect of the lockdown due to the COVID-19 pandemic.	Ijoba ipinlè Kano ni lati bèrè si i pe awon nnkan ti wón n se fun awon olugbe lati boju to arun COVID-19 nitori arun COVID-19.
"""Not yet gone ..."""	"""Ki i jade..."""
In Côte d'Ivoire on April 6, protesters burned down a COVID-19 testing center, claiming its location in a crowded area was not appropriate.	Ni April 6, awon afèhonuhan sun ile-iwosan kan ti wón n se idanwo arun COVID-19 kan, wón ni ibi ti wón ti n gbe ni agbegbe to pò gan-an.
"The problem is way bigger than so-called ""sharenting."	"Isoro naa ju awon ti wón n pe ni ""alaboojuto."""
Well then what about all the workers?	O daa, ki ni nipa gbogbo awon osisé?
Madam, how are you?	Maami, bawo ni e se n gbe?
Is that altercation I had with the neighbor down the block going to turn into a violent episode that will end my life or my family's life?	Njé ibasepò ti mo ni pèlu aladuugbo naa maa di ohun ti o maa pa igbe aye mi tabi igbe aye idile mi?
And this makes me full of joy.	Eyi si mu ki n yò.
Weah is the son of former Liberia, PSG and AC Milan striker, George Weah who is now the President of Liberia	Wah ni omo orilè-ede Liberia, PSG ati AC Milan, George Weah ni aare orilè-ede Liberia bayii.
According to Johns Hopkins University, the country has confirmed 439 cases and 21 deaths as of July 15.	Gégé bi ile-èkó Johns Hopkins University se so, orilè-ede Naijiria ti fi èsun mérinlelogoji ati ogórun-un mérin o le métalelógósan-an (439) silè, o si ti ku mókanlelogun (21) ninu èsun naa.
And after some investigation, we've come to learn that Sean's mom was hospitalized due to COVID.	Léyin iwadii kan, a ti ri i pe okan lara awon arakunrin Sean wa nile iwosan nitori arun COVID.
We need to do better.	A nilo lati se ohun to dara.
"She said, ""After all, sex is so often used to demean and to shame women, especially minority women, and especially minority women who dare to challenge powerful men,"" as she had in her work."	"O ni, ""Lati gbogbo rè, a n lo awon obinrin, paapaa julo awon obinrin, paapaa julo awon obinrin, paapaa julo awon obinrin, paapaa julo awon obinrin, paapaa julo awon obinrin ti wón n sisé"
During the visit, the Governor met about 120 thousand refugees, who mostly hailed from local government areas in the northern part of Borno state.	Nigba ti Gomina naa sòrò yii, o le ni egbèrun kan ati ogófa (120) eeyan to n gbe ni agbegbe iwò oorun Borno.
"On the second day of the event in Kigali, professor Benedict Oramah, president of the African Export-Import Bank (Afreximbank) announced a $500 million USD fund ""to support the production and trade of African cultural and creative products"" over the next two years, New Times Rwanda reported."	Ni ojó kejidinlogun apero naa ni ilu Kigali, òjògbón Benedict Oramah, aare ile-isé to n ri si ijoba orilè-ede AfricanExport-Import Bank (AFREximbank) kede owo owo dóla o le ogórun-un marun-un ($500 million dóla
"""The purpose of this curfew is to impose restrictions on the movement of persons and goods within Ekiti for an initial period of 14 days."	"""Ohun ti wón n se ni lati mu ki awon eeyan ati awon nnkan ti wón n gbe ni ilu Ekiti fun ojó mérindinla (14)."
Omarah also commended Nigeria's Nollywood industry.	Omarah tun gboriyin fun ile-isé Nollywood lorilè-ede Naijiria.
But the reality is that that print is still not good enough to make an identification.	Sugbón òrò yii ni pe iwe iroyin yii o daadaa lati se idanimò.
When the earthquake hit Haiti in 2010, the outpouring of international aid was phenomenal.	Nigba ti imititi ilè naa ba jé lorilè-ede Haiti lódun 2010, awon eeyan kari aye lo n ransé lówó.
Unless the local communities want to protect and coexist with wildlife, all conservation efforts might be in vain.	Bi awon agbegbe naa ba fé daabo bo aabo, ti wón si n gbe pèlu awon eranko, gbogbo isé idagbasoke nla o le pò.
What the imbecile does to himself is far worse than what he does to others.	Ohun ti òle n se funra rè ju ohun ti o n se fun awon eeyan.
In my research on cyberstalking, I found that law enforcement lacked the training to understand the laws available to them and the problem of online abuse.	Ninu iwadii ti mo se nipa òrò ayelujara, mo ri i pe awon alase o ni èkó lati mo awon ofin ti o wa fun won ati ibeere ti wón n se lori ayelujara.
""" I remind you of one thing: in Turkey, at the beginning of the crisis, I remember one minister saying, ""Turkey will be able to receive up to 100,000 people."	"""Mo ran e létòó nipa nnkan kan: ni ilu Turkey, nigba ti iji naa bèrè, mo ranti òkan lara awon minisita kan to so pe, ""Turkey yoo gba ogórun-un lóna ogórun-un lóna ogórun-un"
Thank you.	E seun.
We have to go and mobilize the money.	A ni lati gbe owo naa lo.
 (Sound of bees ends) 	(Ohun ti a n sòrò)
Brazil's Football Federation (CBF) is offering head coach Tite a new four-year deal, despite the five-time World Champion's elimination in the quarter-finals.	Ikò agbabóòlu orilè-ede Brazil (CBF) ti n fun ikò agbabóòlu Tite lódun mérin, bo tiè jé pe ikò agbabóòlu agbabóòlu agbaaye ti o gba ami-ayo marun-un ninu idije òhun.
President Muhammadu Buhari has condemned the boko haram attack on Garkida in Adamawa State, Northeast Nigeria, saying the terrorists were frustrated.	Aare orilè ede Naijiria Muhammadu Buhari ti fèsun kan iwa òdaran ti wón n se ni Garkida ni ipinlè Adamawa, ni apa guusu orilè ede Naijiria, o so pe awon òdaran naa o ba awon eeyan jé.
"""The consequences of the lockdown are the additional slowing down of the economy and the measures that we need to take to mitigate the negative consequences of the slow trade and businesses."""	"""Awon ohun ti ijoba n se ni pe ijoba n tèsiwaju ati awon nnkan ti a nilo lati mu ki owó aje ati awon osisé ti a nilo lati mu ki òpòlopò owo ati awon osisé to n tèsiwaju"
Except... Except that... that I want the case disposed of as quickly as em.. em.	Amó... Amó... ki n fé ki ejó naa tè siwaju bi em.
We're connecting neighborhoods to community solar and spearheading community-led smart home research and installation programs to help families bring down their energy bills.	A n boju to awon agbegbe naa si awon nnkan to n boju to oorun agbegbe, a si n ran awon idile lówó lati ran awon idile lówó.
But not a lot of that reporting answered the question: Why is Doctors Without Borders even in Liberia?	Sugbón ko si òpòlopò awon to n sòrò yii to dahun ibeere naa: Ki ni idi ti awon dokita ti o n sisé lorilè-ede Liberia fi n sisé ologun?
So how can you make solar cells more accessible and for everyone, and not only for the people that can afford a sustainable lifestyle?	Ni bayii, bawo ni o se le mu awon èro oorun pò si i fun gbogbo eniyan, ati ki i se fun awon eniyan ti o le ra igbe aye ti o lagbara?
If I look around now, I see every surface as an opportunity.	Bi mo ba wo oju mi, mo ri ohun gbogbo gégé bi anfaani.
--- COVID 19: another twenty four (24) people were tested positive in Nigeria.	--- Awon eeyan mérinlelógbòn (24) lo fara pa ni orilè-ede Naijiria.
Does that mean there are other options?	Se iyen tumò si pe awon òna miiran wa?
The poorest among us pay the highest price with their lives and their livelihood.	Òpòlopò lara wa ni n san owo to ga ju ninu igbe aye won ati idagbasoke won.
"Section 26 of Nigeria's Cybercrime Act prohibits ""use of threats of violence and insulting statements to persons based on race, religion, colour, descent or national or ethnic origin."""	"Èka keji ninu Igbimò Èro-alatagba orilè-ede Naijiria o fofin de ""lilo iwa ipóniyan ati awon òrò ti o kan èsin, èsin, oruko, orilè-ede tabi orilè-ede tabi orilè-ede."""
This was Labake's fourth visit to the chambers.	Igba kerin ni Labake n bèrè si awon ejó naa.
Zenabu pointed her finger towards the houses around them.	Zenabu fi oju rè wo ile ti wón n gbe.
The President is expected to underscore his administration's commitment to building on the achievements of its three-point agenda following the renewal of his electoral mandate by majority of Nigerians.	Aare wa n reti pe aare aare yoo salaye ohun ti ijoba n se fun ijoba orilè ede Naijiria n se léyin ti ijoba ba gbe ejó òhun silè, léyin ti òpò ninu awon omo orilè ede Naijiria n
He said his administration would use the containment period to identify, trace and isolate all individuals that have come into contact with confirmed cases.	O ni ile igbimò asofin rè yoo lo akoko naa lati mò awon eniyan ti wón ba sòrò nipa òrò naa, ki wón le fi awon ejó ti wón fi kan òrò naa silè, ki wón si fi awon ejó naa silè.
Getting non-African nations to take a more nuanced approach to visa approvals for African nationals is a long battle.	Awon orilè-ede ti ko ni ijoba orilè-ede Afirika n koju òpòlopò lati gba idanimò silè fun awon omo ilè Adulawò.
It will cost a few percent of GDP -- think defense-sized expenditure, lots of industrial activity and inevitably harmful side effects.	O maa nilo ida méèédógbòn ninu iye owo ijoba -- ronu nipa idagbasoke idagbasoke, òpòlopò awon isé osisé ati awon nnkan ti o lewu.
A pig does not know what is becoming.	Adie o mo nnkan ti n bò.
With the emergence of new technologies, the vocabularies of many African languages have become more sophisticated.	Pèlu idagbasoke awon èro tuntun, òpò awon ede lorilè-ede Adulawò ti pò si i.
Most translations done by machines render some words wrong	Òpò awon atumò ede ti a se ni èro n so awon òrò kan loju
And then I realized it wasn't just Australia.	Nigba naa mo ri i pe orilè-ede Australia nikan ni mi o.
President of the association, Alhaji Sani Shehu said in Abuja that the decision was taken by the Ministry of Mines and Steel Development (MMSD).	Aare ajo naa, Alhaji Sani Shehu sòrò niluu Abuja pe ipinnu naa ni Minisita fun ijoba ati idagbasoke irinsé irinsé (MMSD).
Of course, American workers have built up wealth in society.	O daju pe awon osisé orilè-ede Amérika ti gbe owo silè lorilè-ede Amérika.
And I think that is part of Daesh's strategy to make Europe react, closing its doors to Muslim refugees and having an hostility towards Muslims inside Europe, exactly to facilitate Daesh's work.	Mo si ro pe o jé òkan lara ohun ti Daesh n se lati mu ki ilè Yuroopu selè, ti wón si n fi okan rè si awon omo ilè Musulumi to wa ni ilè Yuroopu, ti wón si n ba awon omo ilè Yuroopu 
It will be displayed alongside the replica of the Jules Rimet Cup, the trophy that was first presented to winners in 1930 when the competition started.	A maa se ifesèwonsè naa pèlu ifesèwonsè Jules Rimet Cup, ifesèwonsè naa yoo waye lódun 1930 nigba ti ifesèwonsè naa bèrè.
Mass spectrometry measures the weight of the molecules -- or as we say, the mass -- and those numbers that you see there, they indicate that mass.	Awon nnkan-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-an-
We click, we share, we like, and we don't even think about it.	A sòrò, a sòrò, a féran, a féran, a o si ronu nipa rè.
Once again, the remarks drew ire from Congolese citizens and netizens around the world condemning Dr. Muyembe's openness to hosting clinical trials in DR Congo, where the rates of infection for COVID-19 are still relatively low.	Bakan naa, awon eeyan lorilè-ede Kongo ati awon oniroyin kari aye n daju pe Dokita Muyembe o sisé iwadii lorilè-ede Congo, nibi ti arun COVID-19 ti n selè ni DR Congo.
The match comes out to Thomson.	Ifesèwonsè naa waye ni papa isere Thomson.
Thank you.	E seun.
#NAME?	#NAME?
Part of those that came to welcome the Prime Minister at expertly 4:30pm in the evening at the airport are, Governor and his Deputy, Dr. Oluranti Adebule and the secretary to the state government, Mr. Tunji Bello and the special assistance to the government and the director of foreign affairs Prof. Ademola abass.	Arakunrin Tunji Bello ati òkan lara awon ti wón gbe si ijoba ni aarò yii ni, òkan lara awon ti wón n pe ni Gomina ati aare rè, Ògbéni Oluranti Adebule ati akòwe fun ijoba ipinlè naa
And we let these institutionalized ideas form a false sense of hierarchy that would determine what was considered a good grade of hair and what was not.	A si jè ki awon ohun ti wón n sisé yii jé òkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-
Which was odd.	Ohun to dara niyen.
If you normally generate electricity from natural gas, you emit about 400 grams of CO2 into the air for every kilowatt-hour.	Bi o ba n gbe èro-airidimu jade, o maa n gbe nnkan bi ogórun-un marun-un (400) CO2 si aféfé fun gbogbo wakati.
Posted 17 July 2020 12:54 GMT	Ipinnu 17 July 2020 12:54 GMT
Figure 3: Ethnic hate speech	Figure 3: Awon omo orilè-ede n fi òrò awon eeyan silè
What mask works, what mask doesn't work.	Awo wo n sisé, awo wo n sisé.
There wasn't much food in the household, limited diapers, and Sean didn't even have a computer.	Ko si ounje to pò ninu ile naa, o kere tan, Sean o si ni èro-ayarabiasa.
"And there is such a thing as international law, so there is no way you can say, ""I take 10,000 and that's finished."	"O si nnkan bi ofin agbaye, nitori naa ko si òna ti o le so pe, ""Mo gba egbèrun lóna ogórun-un mésan-an, eyi si pari."
The minister stated that as part of the effort to support the farmers, the president also approved reduction of the price of fertilizer from N5,500 to N5,000 per bag.	Minisita tun so pe gégé bi òkan lara igbiyanju lati ran awon agbofinro lówó, aare tun fowó si i pe ki iye owo awon nnkan to n gbe ni nnkan bi egbèrun marun-un (N5,500) si nnkan bi
Is this how you want history to remember you: as the handmaidens to authoritarianism that is on the rise all across the world?	Bawo ni o fé itan lati ranti yin: gégé bi òkan-o-jòkan-o-jòkan fun aseyori ti o n tèsiwaju ni gbogbo aye?
Aregbesola called on Christians to use the occasion of this year's Easter celebration to pray for Nigeria and the entire world at this time of the global emergency of COVID-19 pandemic.	Aregbesola pe awon Kristeni lati lo ojó Aje odun yii lati gbadura fun orilè-ede Naijiria ati gbogbo agbaye lasiko ti arun COVID-19 ti n selè lorilè-ede Naijiria.
In what currency will I pay them?	Owo ta ni mo maa san fun won?
This may not be a problem for you, especially if you already use your legal name on a given service, but if maintaining your anonymity is important, think twice about using SMS 2FA.	Eyi le jé òran fun o, paapaa bi o ba ti lo oruko re lori isé-isé kan, sugbón bi o ba n lo oruko re lori isé-ijé kan, ronu meji nipa liloSMS 2FA.
The four, who all work with Iwacu newspaper, adamantly reject the charges.	Awon mérin, ti wón n sisé pèlu iwe iroyin Iwacu kò lati fèsun òdaran naa.
But in more rural areas, the virus has been hard to contain. Local mistrust of health officials and militia violence have hobbled containment efforts, and caused the number of new cases to spike.	Amó ni awon agbegbe to pò ju lo, arun naa ti n koju awon alase ilera ati awon olópaa ti n fi òpò awon ejó tuntun silè, o si mu ki iye awon ejó tuntun naa pò si i.
"That same week, Congolese virologist Jean-Jacque Muyembe, who worked on the frontlines of the Ebola epidemic in Democratic Republic of Congo, announced that DR Congo ""is prepared to take part in testing of any future vaccine against the coronavirus,"" according to News 24."	"Ni òsè kan naa, onimò-ijinlè Kongo, Jean-Jacque Muyembe, to n sisé lorilè-ede Democratic Republic of Congo, so pe DR Congo ""ti setan lati kopa ninu idanwo arun Ebola lójó iwaju lorilè-ede Congo,"" g"
Read more:	Ka si i:
That was the case for me with Cecil the lion, having known him and studied him for three years in Hwange National Park.	Eyi ni ejó fun mi pèlu Cecil erin, ti o mò ó, o si kókó kó o fun odun méta ni Hwange National Park.
The Holy Communion is life.	Igbimò Mimó ni èmi.
Atanda said the tourney would be played on four quarter format, and that 16 clubs, comprising eight male and female categories, would participate in the tournament.	Atanda so pe, ifesèwonsè òhun yoo waye ninu ifesèwonsè òhun ni ipele mérin, o si ni ikò agbabóòlu méjo, ti o n kopa ninu ifesèwonsè naa.
Labake walked away across the motor park, wiping her face, looking straight in front of her, refusing to be distracted by the call of the hawkers left and right, inviting her to come and have a look at their second-hand articles.	Labake rin kaakiri okò okò, o n wo oju rè, o n wo oju rè, o n wo oju òtun lówó rè, o n pe awon agbofinro òtun ati òtun, o n pe oun lati wa wo
Also representing Voices of Nigeria was Comfort Babatunde who was eliminated in the first round.	Bakan naa, òkan lara awon to n so ede Naijiiria ni Comfort Babatunde, ti o fagba han ninu idije akókó.
He has not done that.'	Ko se béè.'
Speaking to Global Voices by phone, Abdullah explained that on May 13, he called Daraa National Hospital, in southern Syria, to inform them about a suspected case of coronavirus.	Abdullah so pe ni May 13, o pe ile-iwosan Daraa National Hospital to wa ni guusu lorilè-ede Siria lati so ohun ti wón mò nipa èsun arun Corona.
Not from Cambridge Analytica this time, but from Facebook.	Ki i se lati owó Cambridge Analytica bayii, amó lati owó Facebook.
Ehanire said forty (40) health workers have been infected with corona virus in Nigeria, but they were not infected on duty.	Ehanire so pe ogórun-un mérin (40) awon osisé ile-iwosan to n ri si arun corona ni orilè-ede Naijiria, sugbón won o fara pa.
The Governor, in a condolence message made available through his Chief Press Secretary, Mr Taiwo Adisa, said he was saddened by the demise of the foremost legal luminary, noting that Akinjide was an exemplary indigene of Ibadan and Oyo State and a detribalised Nigerian, who served his state and country to the best of his ability.	Gomina naa, ògbéni Taiwo Adisa so pe o dun oun gan-an pe ijoba ipinlè Ibadan ati ipinlè Oyo ati omo orilè ede Naijiria, ti o si sisé fun ipinlè ati orilè ede Naijiria.
I became obsessed with pursuing this hypothesis.	Mo di òkan-o-jòkan lati gbe èri yii silè.
Will we just proceed along the path of least resistance and believe what we want to believe, truth be damned?	Njé a maa tèsiwaju lori òna ti a n gba gbó, ki a si gbó ohun ti a fé gbó, òrò ootó ni?
They are allowed to roam in the forest in the morning and wash in a nearby stream before returning to the camp.	Wón ni anfaani lati gbe ninu igberiko lósan-an ki wón to pada si agó.
Lessons from the 1918 flu	Òkan lara awon èkó ti wón kó lódun 1918
They would pounce on one another, like rabies-infected dogs and snap and smack and tear.	Wón a gbe ara won silè, bi awon aja ti a n gbe, wón a gbe, wón a gbe, wón a gbe.
"So, on the day after the Brexit vote, in June 2016, when Britain woke up to the shock of discovering that we're leaving the European Union, my editor at the ""Observer"" newspaper in the UK asked me to go back to South Wales, where I grew up, and to write a report."	Nigba to di ojó ti ijoba orilè-ede Britain da ejó Brexit silè, lójó kejila odun 2016, nigba ti ijoba orilè-ede Britain ri i pe a o fi ijoba orilè-ede European Union silè, òkan lara awon to n 
You may be thinking, OK, O-ring, got it, that says the jobs that people do will be important.	O le ronu, O daa, O-rò, o-rò, o ni isé ti awon eeyan maa n se maa se pataki.
In other words, those substances are only present in the killer's print.	Ni òrò miiran, awon nnkan wònyi nikan lo wa ninu iwe eléyin.
And so, he's not as outlandish to us as he may appear to an American.	Nitori naa, o o ba wa gégé bi eeyan orilè-ede America.
"The key element used as evidence against the journalists was a WhatsApp message sent by one of the reporters to a friend, which said they were going to ""help the rebels."""	"Òkan lara ohun tawon akòroyin n so fun awon akòroyin ni èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba lori èro-alatagba, eyi to so pe wón maa ""ran awon ologun lówó."""
This data may work for some languages, but languages like Yorùbá and Ìgbò, two main languages from Nigeria, are challenging, due to the inadequate or inaccurate accent marks to indicate tones on these words.	Iwadii yii le sisé fun awon ede kan, sugbón awon ede bi Yoruba ati Igbo, meji lara awon ede meji lati orilè-ede Naijiria, n soro, tori pe awon òrò yii o tó tabi ti ko to awon òrò yii.
I came back to Boston, I became a physician, I became a global public health policy researcher.	Mo pada si Boston, mo di dokita, mo di onimò-ayarabiasa, mo di onimò-ayarabiasa lorilè-ede yii.
Are they capable of assimilating?	Njé wón le tèsiwaju?
I urge the Nigerian workers to redouble their efforts at this time of our national development.	Mo ran awon osisé orilè ede Naijiria lówó pe ki wón se ohun ti wón nilo ninu idagbasoke orilè ede Naijiria.
114 new cases of #COVID19 have been reported; 80 in Lagos 21 in Gombe 5 in FCT 2 in Zamfara 2 in Edo 1 in Ogun 1 in Oyo 1 in Kaduna 1 in Sokoto	Awon eeyan ti ri i pe awon eeyan o le ni ogórun-un mésan-an o le mókanlelógórin (113) ejó tuntun ti wón n pe ni COVID-19 ni awon eeyan ti n ri i pe awon eeyan ti n ri i pe
She would be downright violent with her, knock her head against Labake's chest, tear at her.	O maa ba a lówó rè, o maa gbe ori rè si èka Labake, o n gbe e si i.
"""This is my 20thseason as a professional player and it has been 20 years since I signed my first professional contract."	"""Èwè, ikò agbabóòlu mi niyi, o si ti di odun méèédógbòn (20) lati igba ti mo ti foruko silè gégé bi akónimòógba."
"The English language has dominated online discourse as the ""universal"" language of communication since the inception of the internet."	Ède Gèési ti n sòrò lori èro ayelujara gégé bi ede ti a ti n sòrò lori èro ayelujara.
Patronize Markets Close To Your Neighborhood	Se Awon Agbegbe To Wa ni Agbegbe Re
"I am also pleased that I have a competent Health Minister, who supervises the work,"" the President said."	Inu mi tun dun pe mo ni minisita to n ri si ijoba to n boju to isé naa.
Other items include disposable and surgical masks, gloves, protective goggles, regular and ICU beds with beddings, and automatic dispensers.	Òpò nnkan miiran ni awon nnkan mii ti wón n se iwosan, awon nnkan ti wón n se iwosan, awon nnkan ti wón n se iwosan, awon nnkan ti wón n se iwosan, awon 
