English	Yoruba
The brown ant cannot lift a boulder.	Òpòlopò o le gun apata.
The refugees, made up of men, women and children, fled their homes, in hundreds of communities attacked by Boko Haram insurgents since 2014.	Awon to n gbe ibi ti wón ti n gbe, awon okunrin, obinrin ati awon omode lo sa kuro nile won, ninu òpò agbegbe ti awon ologun Boko Haram n gbe lati odun 2014.
And I would just add we saw the same thing with SARS.	Mo si maa fi kun un pe, a ri ohun kan naa pèlu SARS.
The organisation says the training, which brought participants from all 36 states of Nigeria and Abuja.	Èka ófiisi naa so pe awon to kopa ninu èkó naa lo gba awon to wa lati ipinlè mérindinlogoji [36] lorilè-ede Naijiria ati Abuja.
The time was near, when Labake would run of the house into the streets naked: when she would pitch her home at the market square, when she would crawl on her knees to Esuniyi's camp in the isolated area of the forest in the district!	Igba yen ti n bò, nigba ti Labake maa gbe ile naa lo si aarin ilu: nigba ti o ba gbe ile naa lo si òdò oja, nigba ti o ba gbe e lo si agó iséninisèé Esuniyi to wa ni agbegbe naa
For a very long time, she gazed and gazed.	Fun igba pipé, o yò o yò.
By the mid-1920s, the nativists had won, erecting racist laws that closed out untold numbers of vulnerable immigrants and refugees.	Ni aarin odun 1919, awon onimò-èya naa ti jawe, wón si ti fowó si awon ofin ti wón fi kan awon asikiri ati awon ti wón n gbe nibi ti wón ti n gbe.
Here, the nativist answer is yes and yes, immigrants pose a threat and they sap our wealth.	Nibè, idahun ni béè, béè ni, awon asikiri n se idéruba, wón si n pa owo wa.
And I'm telling you, these elephants don't think much of it either, particularly if they're blocking a really special water hole where they need water, or if there's a very attractive female on the other side.	Mo n so fun e, erin wònyi o ro òpòlopò ninu rè, paapaa bi wón ba n gbe odo alagbara ti wón nilo omi, tabi bi wón ba ni obinrin to dara lori ikeji.
"""Save me, save me!"" does not become an elder; an elder should not do something that will make him the object of pursuit."	"""Gba mi, gbagba mi!"" ki i di alagba; alagba ki i se nnkan to maa mu un loju."
But energy burdens are so much more than just a number.	Sugbón òpò nnkan lo ju òpò nnkan lo.
When the sun went down, veteran broadcasters, representatives of the Oba of Lagos, Ọ̀túnba Gani Adams, the Ààrẹ Ọ̀nà Kakanfò of Yorùbá-land and other guests and dignitaries mingled at the Lekki Coliseum for the World Radio Day award ceremony and dinner.	Nigba ti o sun, awon agbabóòlu, awon asoju Oba of Eko, Òtunba Gani Adams, Aare Òna Kakanfo to wa ni ilu Yoruba ati awon alejo mii ti wón n pe ni Aare Òna Kakanfo to wa niluu Yoruba ati awon 
The city at dawn! Everything was alive again.	Ilu naa ni aarò! Gbogbo nnkan lo ti wa laaye.
"On its official Twitter handle @NCDCgov, the Nigeria Centre for Disease Control, NCDC, reported ""33 of the new cases in Lagos, 18 in Borno, 12 in Osun, 9 in Katsina, 4 in Kano 4 in Ekiti, 3 in Edo, 3 in Bauchi and 1 in Imo with 222 Discharged and 35 Deaths."""	"Ninu iwe iroyin Twitter @NCDCgov, ajo to n ri si arun abe lori èro ayelujara Twitter, NCDC so pe ""33 lara awon ejó tuntun to waye ni Eko, 18 ni Borno, 12 ni Osun, 9 ni Katsina, 4 ni Kano 4 ni Ekiti, 3 ni Edo, 3"
Yes, They say his wife was the one who turned his head with juju.	Béè ni, wón ni iyawo rè ni eni ti o fi juju bo ori.
But even then, they didn't succeed in fundamentally changing the terms of the debate, and so that framework endured, ready to be taken up again in our own convulsive moment.	Sugbón nigba yen, won o sisé pataki ninu idagbasoke òrò yii, ati ki eto naa fara da, wón si ti setan lati tè le e ninu akoko ti a wa yii.
"In December 2018, Brazilian police rescued 25 sub-Saharan African nationals who had ""been at sea for over a month"" in the Atlantic Ocean."	"Ni December 2018, awon olópaa orilè-ede Brazil gba awon omo orilè-ede marun-un (25) to wa ni ilè Adulawò ti wón ti ""sé ni oju omi fun osu kan"" ni Òkun Agbaye."
The first time I saw a wild animal in my home country was when I was 25 years old, even though lions and African wild dogs lived just a few miles away from my home.	Igba akókó ti mo ri eranko erin ni orilè-ede mi ni igba ti mo wa lómo odun marun-un (25), bo tiè jé pe erin ati eranko erin ilè Adulawò n gbe ni kilomita diè si ile mi.
The person who is clothed by others does not list what he will not wear.	Eni ti awon eeyan ba so nnkan ki i so.
He hasn't even asked for the help of a tractor or money for his labor. We should not judge this person.	Ko tiè beere fun oko tabi owo fun isé rè. A ki i da eni yii lébi.
"""This 14-day restriction however does not apply to vessels carrying oil and gas products as by their nature, there is minimal human contact,"" he explained."	"O so pe: ""Ohun ti wón n se lójó mérinla (14) yii o se fun awon irinsé ti wón n pe ni epo ati epo gaasi gégé bi ohun ti wón n pe ni epo ati epo gaasi gégé bi ohun ti wón n pe ni wón,"
They were interrupted by the sound of a deep murmur coming from inside one of the rooms of the mad house.	Ohun to n gbe jade lati inu òkan lara awon yara ile ti wón n gbe.
However, fans were in for a shock when, 16 years after his last international appearance, the striker led the national team onto the pitch wearing it instead.	Amó, awon ololufé naa wa ninu ewuro nigba ti, léyin odun mérindinlogun (16) léyin ifesèwonsè olórèéjòré rè, akónimòógba ikò agbabóòlu naa gbe ikò naa lo si papa isere naa.
Is that em.. the man's car?	Se okò okunrin niyen?
A pawned person always dances with a pawned person.	Eni ti o ba n ba eni ti o ba n ba eni.
The governor said he will try to all within his capacity to establish the relationship between Lagos state and Britain the more.	Gomina tun so pe oun yoo gbiyanju lati gbiyanju lati se ohun ti yoo mu ki ibasepò to wa laarin ipinlè Eko ati orilè-ede Britain pò si i.
YKS, with 2.5 million students, is taking place despite all the warnings: social distancing disappeared	Ikò YKS, pèlu miliònu meji ati miliònu meji awon akékòó, o n se e, bo tiè jé pe gbogbo awon ikékòó naa ni: a o tii sisé lori ayelujara
So to give you an idea of how this works, in 2019, the British Medical Journal published research that showed that out of 24 mobile health apps, 19 shared information with third parties.	Ki o le mo bi awon isé yii se n lo, lódun 2019, iwe iroyin British Medical Journal sewadii to fi han pe ninu awon èro igbalode mérinlelogun (24), awon mókandinlogun (19) lo n so iwifun fun awon eeyan méta.
"""We are hoping to go to the Governors"" Forum when next they have a meeting to draw attention and address concerns."	"""A n reti pe a maa lo si Gbòngan Gomina nigba ti wón ba ni ipade lati salaye ohun ti wón nilo ati ohun ti wón nilo."
NIBUCAA has helped the following states.	NIBUCAA ti ran awon ipinlè yii lówó.
And these third parties shared information with 216 other organizations.	Awon eeyan méta yii si n so iwifun fun egbèrun lóna ogórun-un meji o le mérindinlógórin (192) ileesé mii.
The cause was the video clip that the Nigerians are sending about the wrong deeds to the Nigerians living in China.	Ohun to fa a ni èro fidio ti awon omo orilè ede Naijiria n fi ransé nipa ohun ti wón se fun awon omo orilè ede China.
[Top] ÖSYM President spoke for the first time after the exam!	Aare orilè-ede OSYM sòrò fun igba akókó léyin idije naa!
Thank you.	E seun.
It's still this technology just stacked onto something.	Èro-ayarabiasa yii nikan ni wón fi n sisé.
In an ethnic slurred tweet (Figure 3) Bashir El-Rufai, son of the Kaduna State Governor, inferred that the Nigerian Civil War was ignited by the Igbo vengeance.	Ninu èro-ibanisòrò kan ti wón n pe ni Bashir El-Rufai, omo Gomina ipinlè Kaduna, so pe ogun orilè ede Naijiria ni èsun iwa òdaran ti wón fi kan awon omo orilè ede Naijiria.
Buhari was sworn-in for a second term of four years on May 29, 2019.	Ni May 29, 2019, wón da Buhari silè fun odun keji ninu odun mérin ni May 29, 2019.
He does not buy, he has no money, yet he sits sulkily before the seller of bean fritters.	O o ra, o o ni owo, bo tilè jé pe o n sunwòn loju olowo.
For information about specific VPN services, click here.	Fun alaye nipa awon isé-airidimu lori èro-ayarabiasa, wo òrò yii.
That's the O-ring.	Owo niyen.
Then, when I was digging, this map is what I followed.	Léyin naa, nigba ti mo n gbe, aworan yii ni mo tè le.
Esuniyi had promised to follow her.	Esunu ti seleri lati tè le e.
Those who have already entered the country from these countries must go through a 14-day quarantine.	Awon ti wón ti lo si orilè-ede yii gbodò lo ojó mérinla (14).
It's interesting.	O dun mi gan-an.
Katsina State Governor, Aminu Masari has cautioned communities in the state against taking the law into their hands, following insecurity challenges in the state.	Gomina ipinlè Katsina, Aminu Masari ti da awon agbegbe lorilè ede Naijiria loju ki wón ma fi ofin lówó, ki wón ma baa se ohun ti ijoba selè lorilè ede Naijiria.
How about that?	Bawo niyen?
And of course, it literally halves the cost of the fence.	Bakan naa, o maa n pò ju iye owo igbo naa lo.
The police manhandled a local leader of the movement.	Awon olópaa gbe adari egbé naa lo.
A 70-year-old woman who had spent five months in the United Kingdom returned to Nigeria, on March 11.	Obinrin kan to ti lo osu marun-un ni orilè-ede United Kingdom pada si orilè-ede Naijiria, ni March 11.
Divining a 'talking alphabet'	Nigba ti a ba n sòrò nipa 'a-sòrò-a-sòrò'
"""And the kind of market that we have in Nigeria, is such that you don't have this market anywhere in the world."	"""Owo ti a ni ni orilè-ede Naijiria, bii pe e o ni oja yii nibikibi lorilè-ede Naijiria."
On Twitter, artists who were attendance showed their appreciation for the gathering held at Intare conference center in Kigali:	Ni Twitter, awon orin to wa sibi ipade naa fi èmi won han fun apejo ta a se ni papa isere Intare niluu Kigali:
And of course, the bees and the beehive fences love these crops too, because they have beautiful flowers.	Bakan naa, eegun ati eegun eegun nifèé awon oko wònyi naa, nitori wón ni awon ewe to dara.
Now, maybe it's because they want to -- this is authentically how they feel best -- but maybe -- and I bet -- a part of them felt like they had to in order to reach the level of success that they have attained today.	Ni bayii, o le jé nitori wón fé -- eyi jé bi wón se n ri daadaa -- sugbón béè -- mo lero -- ara won dun bi wón se nilo lati se aseyori ti wón ni lati ri i pe wón nilo lati de ipele iseyori ti wón ti ni lonii
So, the super fund representative explained to me that tobacco companies would be found in the international shares portion of my portfolio.	Nitori naa, asoju ile-isé to n ri si ijoba salaye fun mi pe awon ile-isé to n ri si èro-ibanisòròda yoo wa ninu òkan-o-jòkan owo mi lorilè-ede agbaye.
"The United Nations warned on June 26 that Syria is now facing an ""unprecedented"" hunger crisis, with urgent action still needed to prevent the spread of COVID-19."	"Ajo Isòkan Agbaye kede lójó kejila osu kefa, June 26 pe orilè-ede Siria n koju isoro ebi ""ti a o tii ri i bayii"" ti wón n koju, béè si ni awon nnkan to nilo lati daabo bo arun COVID-19."
This will be an enormous undertaking.	Isé nla yii maa jé gan-an.
The club football coach, Solskjaer also show his displeasure after Martial signed an agreement with the club.	Akónimòógba agba ikò agbabóòlu naa, Solskjaer tun fi inu rè han léyin ti Martial foruko silè pèlu ikò naa.
In the bird outbreaks we now can see that pretty much the whole world has seen this virus except the Americas.	Nigba ti a ba n wo arun eye, a ti ri i pe gbogbo agbaye lo ti ri arun yii, amó orilè-ede America.
Each answer from Alamu cut through Labake's heart like a dagger.	Òkan-o-jòkan idahun ti Alamu da si Labake ninu okan.
I am from the South Side of Chicago, and in seventh grade, I had a best friend named Jenny who lived on the Southwest Side of Chicago.	Mo wa ni guusu ilu Chicago, mo si ni òré to dara julo kan to n jé Jenny to n gbe ni guusu ila oorun ilu Chicago.
Amir Hatami who is the Minister in charge of security in Iran told the news men during his meeting with the Syrian President Bashar al-Assad and Minister for defense in the country, Ali Abdullah Ayyoub.	Amir Hatami to jé minisita to n boju to eto aabo ni Iranti so fun awon akòroyin lasiko ipade rè pèlu aare orilè-ede Siria Bashar al-Assad ati minisita fun idagbasoke orilè-ede naa, Ali Abdullah Ayyoub.
Ceasing temporarily. Then ceasing finally when sleep overtook the eyelids.	Òpò igba ni n sòrò. Nigba ti oorun ba sòrò, o wo oju è.
"He said: ""Our focus now is on infrastructure; roads, rail, power and others."	"O ni: ""A n sisé lori awon ohun elo igbalode; awon òna, okò irin, agbara ati awon miiran."
In addition to those partners, we have three national partners, who will be sharing our model and sharing our strategies through their network, in addition to amplifying our impact by policy advocacy.	Yatò si awon agbabóòlu yii, a ni awon agbabóòlu méta, ti yoo maa pin awose awose wa ati awon òna wa nipa èro-ayarabiasa won, ki o si tun mu ki ipa ti awon osisé ijoba n koju wa.
So the most dangerous time to be a person living in a conflict-affected state is after the cessation of hostilities; it's after the peace deal has been signed.	Igba to lewu ju lo lati jé eni ti o n gbe ni ipinlè ti òpòlopò n ba jé; léyin ti a ti foruko èsin alaafia silè.
"The nearly one-year investigation revealed the scandal of ""sex for grades"" crises at two West African universities: Nigeria's University of Lagos (UNILAG) and the University of Ghana."	Nnkan bi odun kan ti wón ti sewadii yii fi han pe awon eeyan n huwa òdaran ti wón n pe ni University of Eko (UNILAG) ati University of Ghana.
President Buhari described the death of the late Chief of Staff as a shared loss, and urged the government and people of Borno State, members of the family to take solace in the fact that Mallam Kyari lived a life worthy of example.	Aare Buhari so pe iku òkan lara awon osisé gégé bi isèlè, o si ro awon ijoba ati awon omo ipinlè Borno pe ki wón tu Mallam Kyari ninu.
The mammy-wagon driver shrugged his shoulders when Labake told him about the postponement.	Òkan lara awon okò to n gbe awon eeyan lówó nigba ti Labake so fun un nipa bi o se n sisé ologun.
Some of the Super Falcons team that flew into Abuja are NFF General Secretary, Dr Mohammed Sanusi, as well as other officials of the NFF.	Òkan lara ikò agbabóòlu Super Falcons ti o rin lo si Abuja ni òkan lara ikò agbabóòlu NFF, Dokita Mohammed Sanusi ati awon osisé mii ti o n ri si bóòlu afesègba NFF.
--- FULL TEXT OF PRESIDENT MUHAMMADU BUHARI'S 2020 EASTER MESSAGE TO NIGERIANS	--- Òrò OKUN Òrò Aare MUHAMMADU BUHARI ninu Òrò Ojó Aje odun 2020 fun awon omo orilè-ede NIGERIANS.
"One of the questions referred to the song by pop singer Mabel Matiz, a member of the LGBTQ+ community, ""Fırtınadayım"" (""I am in the storm""):"	"Òkan lara awon ibeere ti orin ti akónimòógba agba Mabel Matiz, to jé òkan lara egbé egbé egbé egbé LGBTQ, ""Firtinadayim"" (""Mo wa ninu iji naa""):"
And I know high energy burdens are a tremendous barrier to overcome, but through relationships with communities and technology, we have the paths to overcome them.	Mo si mò pe awon òkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-
Tweepsmap analysis of on Trump's total followers on Twitter shows that Nigerians ranked in the top five across the world:	Iwadii nipa awon ololufé Trump lori Twitter fi han pe awon omo orilè-ede Naijiria wa ni ipo marun-un lorilè-ede naa:
Conservative segments of society also question the intention behind the choice of that question:	Awon ara awujo naa tun n beere ohun ti wón fi yan ibeere yen:
When finally she heaved a sign of relief, Adio asked:	Nigba ti Adio gba ami iranwó, o ni:
She held her breath minute, pondering.	O da a loju, o n ronu.
Nangy spoke when he was condoling with government and citizen of Nigeria and Kyari's family, he also said that America government has promised to support Nigeria in fighting Corona virus.	Nangy sòrò nigba to n ba ijoba ati omo orilè ede Naijiria ati idile Kyari sòrò, o tun so pe ijoba America ti seleri lati ran orilè ede Naijiria lówó lati bori arun Corona.
Four journalists - Agnès Ndirubusa, Christine Kamikazi, Térence Mpozenzi and Egide Harerimana - were charged with attempting to undermine state security and were sentenced in January 2020.	Wón fi èsun kan awon akòroyin mérin - Agnes Ndirubusa, Christine Kamikazi, Terence Mpozenzi ati Egide Harerimana pe wón n gbiyanju lati ba aabo ipinlè naa jé. Ni January 2020, wón da awon akòroyin mérin silè.
If you do not go home or stay home for at least 14 days as from Monday, 30 March, 2020, you can face serious fines or prison term.	Bi o ko ba lo sile tabi duro sile fun ojó mérinla (14) gégé bii ti Monday, 30 March, 2020, o le ni owo iranwó tabi èwòn to lagbara.
Many people expressed support online and signed a petition. International media discussed it as a threat to press freedom, while Iwacu continues to follow the situation closely.	Òpò eeyan lo n fi ara won han lori èro ayelujara, wón si kòwe si i. Awon agbabóòlu kari aye sòrò nipa rè gégé bi ohun ti o n fa ominira awon oniroyin, béè si ni Iwacu o
The video was shared more than 40,000 times.	O le ni egbèrun lóna ogórun-un mérin (40,000) igba ni wón fi fidio naa silè.
The challenge is not that we're running out of work.	Isoro naa ki i se pe a n kuro ninu isé.
The court's ruling is a step toward eliminating harmful practices and ending all forms of discrimination against girls in Tanzania.	Ipinnu ti ile ejó se ni pe ki wón da awon iwa ibajé silè, ki wón si pari awon iwa ibajé ti wón n huwa si awon omodebinrin ni orilè-ede Tanzania.
Is that why you want to return home to Kwara?	Se idi ti o fi fé pada sile si Kwara?
"It will also provide analytical reports highlighting prioritized areas of risks of violence and make recommendations to key national and zonal influencers that respond to election threats such as the Independent Electoral Commission, Nigeria Police, Jama'atu Nasril Islam, Christian Association of Nigeria, Ministry of Internal Affairs, National Peace Committee,"" Dr. Eze said."	Dokita Eze tun so pe, O tun maa fun awon oniroyin nipa ewu ti wón fi n sewadii nipa awon nnkan ti wón n fiya je lorilè ede Naijiria, awon olópaa orilè ede Naijiria, Jama'atu Nasril Islam, Ajo to n
Phishing attacks can trick you into giving up your passwords or trick you into installing malware on your device.	Isé-airidimu le ran o lówó lati fi òrò-ifiwole re silè tabi ki o ran o lówó lati fi isé-airidimu lori èro-ayelujara re.
They are willing to work hard to harvest the technological bounty that is available to them.	Wón setan lati sisé takuntakun lati gbe òpòlopò èro-ayarabiasa ti o wa lówó won.
That was how Lawyer Adio fought and finally won the legal battle for his friend. And now, what was left for them was to congratulate each other; then, at leisure, recapitulate the story leading up to this final victory.	Igba yen ni Elérii Jehofa Adio n ja, o si jawe olubori fun òré rè. Ni bayii, ohun ti wón fi koju won ni pe ki wón sòrò nipa ohun to mu ki wón jawe olubori yii.
And there, on top, I saw this beautiful, stone, remote hut, and it had solar panels on it.	Nibè, lorilè-ede naa, mo ri òkan-o-jòkan òkan-o-jòkan òtòòtò yii, oko to wa nibè, o si ni awon ohun amulo oorun lori rè.
It was the greatest news of my life when I received a mail to deliver a keynote address at the 2019 CC Summit in Lisbon...	Iriri to tobi ju lo ninu igbe aye mi ni igba ti mo gba iwe-ayarabiasa kan lati so òrò kan ninu apero CC odun 2019 ni Lisbon...
But that you will wait until I had slept off well.	Sugbón e maa duro titi ti mo ba sun daadaa.
The Presidential spokesperson further said the mischief makers are not targeting only the President for ridicule, but members of his family and cabinet.	Abenugan ile igbimò asofin tun so pe ki i se aare nikan ni ki i se aare nikan, sugbón awon ara idile rè ati ile igbimò asofin.
Yet, when she went to law enforcement in Delhi, she was told nothing could be done.	Sibè, nigba ti o lo si awon agbofinro niluu Delhi, wón so fun un pe ko si nnkankan to le se.
The curtains and window blinds were of air quality.	Awon aso ati awon aféfé inu èwòn to wa ninu èwòn naa jé ohun ti aféfé n se.
Otherwise you're in trouble.	Béè ni, o wa ninu ija.
Follow for updates on VON Social Media handles:	Tèle fun atunse lori awon ohun elo èro-alatagba VON:
Collaboration is the superpower that I turn to, to help me fight cancer.	Agbara ni mo n yònda ara mi lati ran mi lówó lati bori arun arun.
He described this year's Ramadan as a challenge, as it is in the period of the global pandemic, which has spread to more than 200 nations, with virtually all countries advising citizens to avoid large gatherings and have their prayers and meals (suhoor and iftar) individually or with family at home.	O salaye ojó Ramadan yii gégé bi isoro lódun yii, tori pe o ti pò si awon orilè-ede to le ni ogórun-un meji (200) lorilè-ede, pèlu gbogbo orilè-ede to n ro awon omo orilè-ede lówó
A sentence more from Mama even a word more, and Labake would have hauled herself on the old woman and sent her grave before the appointed time.	Bakan naa, mama o ni da araa rè silè, Labake o si ran araa rè lo si agbalagba, o si ran araa rè lo si ibi ti a ti yan.
This means when you sync your password file on one device, it will update it on all of your devices.	Eyi tumò si wi pe bi o ba se ayipada òrò-ifiwole re lori èro kan, yoo tun se atunse si i lori gbogbo èro-ayarabiasa re.
The long-term ones, in relation to Syrians, is that hope is less and less clear for people.	Awon ara ilè Siria nireti pe ohun ti wón fé se nigba to n bò lóna yii o se kedere fun awon eniyan.
When about ten years ago, her son went to the white man's country, Mama felt she had lost the battle to cure permanent happiness in life.	Nnkan bi nnkan bi odun méwaa séyin, omo rè lo si orilè-ede funfun, mama rè ro pe oun ti padanu ogun lati tu ayò rè ninu.
What are its effects?	Ki ni ipa rè?
I discovered this when I left Kosovo.	Mo ri eyi nigba ti mo kuro lorilè-ede Kosovo.
The challenge that this phenomenon creates, what economists call employment polarization, is that it knocks out rungs in the economic ladder, shrinks the size of the middle class and threatens to make us a more stratified society.	Isoro ti òrò yii n se, ohun ti awon onimò nipa eto isuna n pe ni isé, ni pe o n gbe òkan-o-jòkan ninu eto orò aje, o n gbe òkan-o-jòkan ninu ile-isé
And that was just text -- imagine if it were video.	Eyi ni èro-ayarabiasa -- foju wo bi o se jé aworan.
The social media bill aims to curb online falsehoods and mis- and disinformation.	Ile isé-airidimu lori èro-alatagba n boju to òrò òrò òrò òrò òrò òrò òrò òrò òrò òrò òrò òrò alalaye-asafihan lori èro-alatagba.
We need governments to recognize that our data rights are our human rights.	A nilo ijoba lati mò pe ètó awon eniyan ni ètó nipa òrò alalaye-asafihan.
Read more: An Italian national is the index case of COVID-19 disease in Nigeria	Ka si i: Orilè-ede Itali ni èri arun COVID-19 ni orilè-ede Naijiria
Figure 1: Misinformed propaganda tweet by Festus Keyamo	Iroyin 1: Iwe iroyin ti a kò lati owó Festus Keyamo
How was I going to study this?	Bawo ni mo se maa kékòó yii?
--- COVID-19: Nigeria confirms 14 new cases	--- Orilè-ede Naijiria da ejó mérinla (14) silè.
Should you take Tamiflu for a long period of time, well, one of the side effects is suicidal ideations.	O ye ki o mu Tamiflu fun akoko pupò, o daa, o jé òkan lara awon nnkan ti o maa n fa èmi.
In July 2019, in the presence of a police officer, Abbo assaulted a female staff member in an adult sex toy store in Abuja.	Ni July 2019, niwaju olópaa kan, Abbo ba òkan lara awon osisé obinrin kan ninu ile-itaja to n gbe awon eeyan lówó niluu Abuja.
Seven million people across the world have died as a result of tobacco in the past year alone.	Miliònu méwaa eeyan kari aye lo ti ku nitori èjè olódun kan séyin.
"Read more: ""No Visa Mix': Tanzanian singeli stars denied visas to US music festival"	"Ka si i: ""Ko si ohun ti o ye ki awon agbabóòlu orilè-ede Tanzania kò lati foruko silè si apejo orin orilè-ede US"
The news house in America said President Trump is planning to renovate the airplane.	Ile iroyin lorilè-ede Amérika so pe Aare Trump ti setan lati tun okò oju irin naa se.
Special Adviser to the Governor on Media, Salihu Tanko Yakasai announced this on his verified Twitter handle on Sunday night.	Atamatase fun Gomina lori èro ayelujara, Salihu Tanko Yakasai so ohun to selè lori èro ayelujara Twitter lójó Aje (Sunday).
If any of them fails, the mission, or the product or the service, comes crashing down.	Bi eyikeyi ninu won o ba sisé, isé, tabi ohun elo itakuròso, a tèsiwaju.
Seattle Times newspaper described that the man as a someone who does not care about anything and have send many video clips online where he was using an airline Q400 belonging to Alaska Airlines for different display.	Ile iwe iroyin Seattle Times so pe okunrin naa jé eni ti o nilo nnkankan, ti o si ti fi òpò fóto ransé lori ayelujara nibi ti o ti n lo okò oju irin Alaska Airlines fun orisirisi nnkan.
On April 18, 2019, some days to my birthday, I submitted my visa application to attend the Lisbon summit at the VFS Global office in Lekki, Lagos.	Ni April 18, 2019, nnkan bi ojó kan si ojó ayeye ojó ayeye ojó ayeye mi, mo fi iwe silè lati wa si apejo Lisbon ni ófiisi VFS Global niluu Lekki, lorilè-ede Eko.
It's about being brave enough not to fold under the pressure of others' expectations.	O maa n sòrò nipa igboya ki a ma ba a loju ohun ti awon eeyan n re.
Katie, the suspects and the circumstances of the crime aren't real, but the story contains elements of the real police casework we've been confronted with, and is a composite of the intelligence that we can provide -- that we have been able to provide the police.	Katie, awon ti wón fèsun kan ati ohun ti wón se, sugbón itan naa ni òkan lara awon isé olópaa ti a ti n koju, o si jé òkan lara awon imò-èro ti a le pese -- pe a ti le pese 
Over 10.2 million people affected in three states in Northeast Nigeria, 7.7 million people in need of humanitarian assistance.	O le ni miliònu mésan-an (10.2 million) eeyan to fara pa ni ipinlè méta ni guusu orilè-ede Naijiria, miliònu mésan-an eeyan lo si nilo iranlówó.
This is life-changing.	Ayipada ninu igbe aye yii.
Our immigration conversation is broken - here's how to have a better one	A ti n sòrò nipa ilè okeere - bi a se le ni òna to dara
I have noticed that there is now hurried pushback by the Ministry of Culture as well as from the Mayor of Kingston. Both should realize that this isn't a bottle that will be easy to re-cork.	Mo ti kiye si i pe awon ile isé iwaasu ati alaboojuto ilu Kingston ti n ba awon mejeeji mò pe awon mejeeji o gbodò mò pe awon mejeeji o rorun lati se e.
The minister also said that his country will continue to rally for donor support to help ease the financial strain that the agency is currently facing.	Minisita tun tun so pe orilè ede rè yoo maa ba a lo lati gbe awon ara lówó lati pese iranwó fun awon to n boju to isuna naa.
I spent many, many happy years studying elephant behavior in a tent, in Samburu National Reserve, under the guideship of professor Fritz Vollrath and Iain Douglas-Hamilton, studying for my PhD and understanding the complexities of elephant societies.	Mo lo òpòlopò odun lati kó awon erin ninu agó kan ni Samburu National Reserve, léyin ti òjògbón Fritz Vollrath ati Iain Douglas-Hamilton, wón kó mi lékòó fun èkó èro-ayarabiasa mi ati oye awon nnkan
Muhammad-Bande, the sole candidate for the position, was elected through acclamation at the 87th plenary meeting of the Assembly in New York on Tuesday, June 4.	Muhammad-Bande, to jé eni kan soso fun ipo iwaju ni ipinlè New York lójó Iségun, osu kerin odun ti a wa yii.
So we've got our work cut out for us, there's no doubt about it.	Nitori naa a ti fi isé wa silè fun wa, ko si i da wa loju nipa rè.
The committee in charge of health and the committee in charge of news in the house of assembly made this appeal when talking with the journalist on their observation at the visit to the materials prepared for the treatment of COVID-19 in Lagos state.	Igbimò to n ri si eto ilera ati igbimò to n ri si iroyin ni ile igbimò asofin se ejó yii nigba ti wón ba awon akòroyin sòrò nipa awon ohun ti wón nilo fun itóju arun COVID-19 ni ipinlè Eko.
Ethnic driven falsehoods spiked on social media during the elections	Òpò eeyan lo n gbe òrò èké lori èro-alatagba lasiko idibo
#NAME?	#name?
As you know that is a place where investors settled in Nigeria.	Gégé bi o se mò iyen ni ibi ti awon osisé n gbe ni orilè ede Naijiria.
"This charge was amplified by Nasir El-Rufai, Governor of Kaduna State and member of the ruling APC, who tweeted (Figure 2) that Obi was ""a tribal bigot."""	"Nasir El-Rufai, to jé gomina ipinlè Kaduna ati òkan lara egbé oselu APC, ti o tèsiwaju (Figure 2) pe Obi jé ""agbaweremésin."""
Norway has invested to build a society with opportunity and economic mobility.	Orilè-ede Norway ti sanwo lati kó awujo ti o ni anfaani ati eto orò aje.
The Nigerian Air Force NAF has conducted a training for some of its flight nurses and aircrew.	Ajo Air Force NAF ti se ifilólè fun awon òkan lara awon òjògbón okò ofurufu ati awon agbofinro okò ofurufu.
The person one would expect to be reckless is not reckless; the person one would expect to be cautious is not cautious; the millipede with two hundred arms and two hundred legs behaves very gently.	Eni ti a ba fé ki i fé; eni ti a fé ki i fé; eni ti a fé ki i fé ki i fé; eni ti a fé ki i fé ki i fesè.
Esuniyi stood up abruptly, he raced towards the direction of the noise.	Esuniyi wó lulè, o gbe si òna ti nnkan n mu.
URGENT At this time, 3:30 am, a commission from the Intelligence Forces arrives to journalist and human rights activist Luis Carlos Díaz's home, missing since 5:30 pm #WhereIsLuisCarlos	Lówólówó bayii, aago mésan-an aabò (3:30 am), awon agbofinro kan wa si ile akòroyin ati agbejóro ètó omoniyan, Luis Carlos Diaz, ti o ti wa nibè lati aago méfa aabò (5:30pm)
I wish you all a Happy Easter.	Mo fé ki gbogbo yin ni ayò Aje.
So it took me a while to explain why I was so passionate about this issue, until about six years ago.	Nitori naa, o gba mi diè lati salaye idi ti mo fi n so òrò yii, titi di nnkan bi odun méfa séyin.
The Nigerian Government has approved the further reduction of Premium Motor Spirit (PMS) pump price to N123.50 per Litre.	Ijoba orilè ede Naijiria ti fowó si i pe ki iye awon okò oju irin ti wón n pe ni Premium Motor Spirit (PMS) pò si iye rè si nnkan bi ogórun-un mérin ati mókanlelógórin (N123.50) lorilè ede Naiji
